Date,Open,High,Low,Close,Adj Close,Volume
2002-12-02,null,null,null,null,null,null
2002-12-03,390.000000,416.000000,370.000000,372.000000,305.979523,175000
2002-12-04,416.000000,480.000000,416.000000,440.000000,361.911285,500000
2002-12-05,448.000000,476.000000,428.000000,440.000000,361.911285,325000
2002-12-06,436.000000,440.000000,394.000000,424.000000,348.750854,150000
2002-12-09,420.000000,428.000000,400.000000,416.000000,342.170654,50000
2002-12-10,400.000000,416.000000,390.000000,408.000000,335.590454,75000
2002-12-11,412.000000,428.000000,408.000000,420.000000,345.460754,75000
2002-12-12,400.000000,404.000000,384.000000,388.000000,319.139954,175000
2002-12-13,388.000000,388.000000,350.000000,352.000000,289.529022,100000
2002-12-16,350.000000,378.000000,350.000000,358.000000,294.464172,100000
2002-12-17,358.000000,372.000000,352.399994,354.000000,291.174072,50000
2002-12-18,352.000000,352.000000,332.000000,336.000000,276.368622,50000
2002-12-19,334.000000,344.000000,320.000000,344.000000,282.948822,75000
2002-12-20,340.000000,348.000000,338.000000,340.000000,279.658722,20750
2002-12-23,null,null,null,null,null,null
2002-12-24,336.399994,337.600006,328.000000,332.000000,273.078491,50000
2002-12-25,330.799988,332.000000,328.000000,328.000000,269.788391,25000
2002-12-26,330.799988,330.799988,320.000000,322.000000,264.853241,50000
2002-12-27,321.200012,332.000000,321.200012,322.000000,264.853241,50000
2002-12-30,324.000000,326.000000,322.000000,324.000000,266.498291,25000
2002-12-31,null,null,null,null,null,null
2003-01-01,null,null,null,null,null,null
2003-01-02,null,null,null,null,null,null
2003-01-03,null,null,null,null,null,null
2003-01-06,332.399994,344.000000,324.000000,328.000000,269.788391,19250
2003-01-07,328.000000,335.200012,320.000000,332.000000,273.078491,20750
2003-01-08,332.399994,356.000000,332.399994,353.600006,290.845062,24250
2003-01-09,354.399994,358.399994,346.000000,346.000000,284.593872,25000
2003-01-10,351.200012,351.200012,328.000000,334.000000,274.723572,50000
2003-01-13,null,null,null,null,null,null
2003-01-14,338.000000,338.000000,328.000000,328.000000,269.788391,25000
2003-01-15,336.000000,340.000000,328.000000,340.000000,279.658722,25000
2003-01-16,340.000000,344.000000,330.000000,334.000000,274.723572,17000
2003-01-17,334.799988,334.799988,326.399994,332.000000,273.078491,25000
2003-01-20,330.399994,330.399994,324.000000,329.200012,270.775452,25000
2003-01-21,329.200012,332.000000,326.399994,332.000000,273.078491,10500
2003-01-22,372.000000,372.000000,372.000000,372.000000,305.979523,50000
2003-01-23,412.000000,412.000000,412.000000,412.000000,338.880554,25000
2003-01-24,440.000000,468.000000,388.000000,432.000000,355.331055,350000
2003-01-27,424.000000,424.000000,408.000000,408.000000,335.590454,50000
2003-01-28,392.000000,432.000000,386.000000,416.000000,342.170654,100000
2003-01-29,432.000000,452.000000,428.000000,428.000000,352.040955,125000
2003-01-30,428.000000,428.000000,392.799988,400.000000,329.010254,50000
2003-01-31,391.600006,428.000000,380.000000,400.000000,329.010254,75000
2003-02-03,408.000000,424.000000,394.399994,408.000000,335.590454,75000
2003-02-04,408.000000,468.000000,404.000000,468.000000,384.941986,300000
2003-02-05,484.000000,548.000000,484.000000,484.000000,398.102386,600000
2003-02-06,604.000000,628.000000,552.000000,552.000000,454.034149,950000
2003-02-07,636.000000,692.000000,612.000000,620.000000,509.965881,625000
2003-02-10,592.000000,596.000000,540.000000,556.000000,457.324249,100000
2003-02-11,null,null,null,null,null,null
2003-02-12,560.000000,632.000000,532.000000,600.000000,493.515381,225000
2003-02-13,600.000000,620.000000,576.000000,608.000000,500.095581,125000
2003-02-14,612.000000,620.000000,584.000000,584.000000,480.354950,75000
2003-02-17,572.000000,612.000000,568.000000,612.000000,503.385681,50000
2003-02-18,620.000000,620.000000,588.000000,592.000000,486.935181,25000
2003-02-19,600.000000,604.000000,572.000000,576.000000,473.774750,25000
2003-02-20,576.000000,576.000000,520.000000,528.000000,434.293518,75000
2003-02-21,552.000000,568.000000,508.000000,520.000000,427.713318,50000
2003-02-24,528.000000,532.000000,512.000000,524.000000,431.003418,25000
2003-02-25,520.000000,520.000000,484.000000,512.000000,421.133118,22250
2003-02-26,496.000000,512.000000,488.000000,492.000000,404.682617,25000
2003-02-27,488.000000,488.000000,468.000000,468.000000,384.941986,25000
2003-02-28,464.000000,468.000000,452.000000,460.000000,378.361786,25000
2003-03-03,468.000000,504.000000,468.000000,480.000000,394.812286,25000
2003-03-04,504.000000,520.000000,492.000000,500.000000,411.262817,25000
2003-03-05,500.000000,580.000000,500.000000,560.000000,460.614349,75000
2003-03-06,560.000000,572.000000,520.000000,520.000000,427.713318,25000
2003-03-07,524.000000,524.000000,512.000000,516.000000,424.423218,18000
2003-03-10,500.000000,500.000000,464.000000,464.000000,381.651886,16000
2003-03-11,456.000000,456.000000,420.000000,448.000000,368.491486,25000
2003-03-12,456.000000,520.000000,456.000000,500.000000,411.262817,24000
2003-03-13,516.000000,516.000000,500.000000,504.000000,414.552917,14500
2003-03-14,520.000000,548.000000,516.000000,544.000000,447.453949,25000
2003-03-17,548.000000,556.000000,464.000000,500.000000,411.262817,50000
2003-03-18,500.000000,520.000000,484.000000,488.000000,401.392517,25000
2003-03-19,484.000000,500.000000,460.000000,500.000000,411.262817,25000
2003-03-20,488.000000,496.000000,480.000000,484.000000,398.102386,12500
2003-03-21,null,null,null,null,null,null
2003-03-24,484.000000,488.000000,448.000000,472.000000,388.232086,25000
2003-03-25,464.000000,464.000000,448.000000,452.000000,371.781586,25000
2003-03-26,456.000000,464.000000,452.000000,456.000000,375.071686,25000
2003-03-27,460.000000,472.000000,444.000000,468.000000,384.941986,50000
2003-03-28,480.000000,484.000000,468.000000,484.000000,398.102386,25000
2003-03-31,488.000000,500.000000,476.000000,480.000000,394.812286,25000
2003-04-01,480.000000,480.000000,460.000000,472.000000,388.232086,16500
2003-04-02,480.000000,480.000000,456.000000,480.000000,394.812286,25000
2003-04-03,500.000000,516.000000,488.000000,488.000000,401.392517,50000
2003-04-04,500.000000,508.000000,488.000000,500.000000,411.262817,18500
2003-04-07,496.000000,500.000000,480.000000,500.000000,411.262817,19500
2003-04-08,492.000000,580.000000,488.000000,488.000000,401.392517,225000
2003-04-09,612.000000,648.000000,600.000000,628.000000,516.546082,450000
2003-04-10,608.000000,648.000000,580.000000,640.000000,526.416382,225000
2003-04-11,636.000000,680.000000,628.000000,676.000000,556.027344,300000
2003-04-14,688.000000,712.000000,656.000000,688.000000,565.897644,275000
2003-04-15,704.000000,752.000000,696.000000,732.000000,602.088745,275000
2003-04-16,744.000000,744.000000,696.000000,696.000000,572.477844,75000
2003-04-17,708.000000,748.000000,708.000000,744.000000,611.959045,125000
2003-04-18,768.000000,824.000000,768.000000,768.000000,631.699707,400000
2003-04-21,840.000000,904.000000,840.000000,840.000000,690.921509,375000
2003-04-22,872.000000,900.000000,824.000000,824.000000,677.761108,150000
2003-04-23,808.000000,904.000000,760.000000,760.000000,625.119446,225000
2003-04-24,920.000000,984.000000,904.000000,964.000000,792.914673,400000
2003-04-25,940.000000,972.000000,896.000000,972.000000,799.494873,100000
2003-04-28,964.000000,964.000000,912.000000,948.000000,779.754272,75000
2003-04-29,null,null,null,null,null,null
2003-04-30,952.000000,952.000000,896.000000,940.000000,773.174072,50000
2003-05-01,920.000000,924.000000,884.000000,900.000000,740.273071,50000
2003-05-02,892.000000,980.000000,872.000000,980.000000,806.075134,175000
2003-05-05,null,null,null,null,null,null
2003-05-06,1000.000000,1060.000000,992.000000,992.000000,815.945435,350000
2003-05-07,1060.000000,1108.000000,1040.000000,1108.000000,911.358398,300000
2003-05-08,1108.000000,1188.000000,1092.000000,1092.000000,898.197998,375000
2003-05-09,1196.000000,1256.000000,1196.000000,1200.000000,987.030762,250000
2003-05-12,1200.000000,1300.000000,1128.000000,1156.000000,950.839600,150000
2003-05-13,1148.000000,1208.000000,1108.000000,1184.000000,973.870361,100000
2003-05-14,1208.000000,1228.000000,1160.000000,1188.000000,977.160461,75000
2003-05-15,1172.000000,1176.000000,1120.000000,1148.000000,944.259399,75000
2003-05-16,1132.000000,1136.000000,1096.000000,1136.000000,934.389099,50000
2003-05-19,1104.000000,1104.000000,1056.000000,1056.000000,868.587036,50000
2003-05-20,1056.000000,1136.000000,1056.000000,1056.000000,868.587036,50000
2003-05-21,1152.000000,1152.000000,1056.000000,1076.000000,885.037598,75000
2003-05-22,1084.000000,1136.000000,1068.000000,1108.000000,911.358398,50000
2003-05-23,1120.000000,1156.000000,1112.000000,1152.000000,947.549500,50000
2003-05-26,1160.000000,1176.000000,1100.000000,1104.000000,908.068298,25000
2003-05-27,1104.000000,1148.000000,1088.000000,1092.000000,898.197998,25000
2003-05-28,1092.000000,1172.000000,1088.000000,1172.000000,964.000000,100000
2003-05-29,1188.000000,1252.000000,1184.000000,1252.000000,1029.802124,250000
2003-05-30,1272.000000,1360.000000,1272.000000,1296.000000,1065.993164,250000
2003-06-02,1320.000000,1472.000000,1304.000000,1392.000000,1144.955688,400000
2003-06-03,1392.000000,1420.000000,1320.000000,1376.000000,1131.795288,125000
2003-06-04,1368.000000,1376.000000,1280.000000,1316.000000,1082.443726,75000
2003-06-05,1296.000000,1356.000000,1264.000000,1332.000000,1095.604126,50000
2003-06-06,1332.000000,1340.000000,1272.000000,1340.000000,1102.184326,25000
2003-06-09,1320.000000,1320.000000,1228.000000,1228.000000,1010.061462,50000
2003-06-10,1228.000000,1320.000000,1200.000000,1300.000000,1069.283325,75000
2003-06-11,1320.000000,1320.000000,1220.000000,1240.000000,1019.931763,25000
2003-06-12,1228.000000,1272.000000,1216.000000,1248.000000,1026.511963,25000
2003-06-13,1256.000000,1256.000000,1204.000000,1224.000000,1006.771362,25000
2003-06-16,1216.000000,1216.000000,1128.000000,1160.000000,954.129700,25000
2003-06-17,1160.000000,1200.000000,1160.000000,1176.000000,967.290100,25000
2003-06-18,1160.000000,1160.000000,1104.000000,1124.000000,924.518799,50000
2003-06-19,1108.000000,1132.000000,1084.000000,1108.000000,911.358398,25000
2003-06-20,1108.000000,1188.000000,1108.000000,1188.000000,977.160461,25000
2003-06-23,1264.000000,1268.000000,1232.000000,1268.000000,1042.962524,50000
2003-06-24,1288.000000,1400.000000,1276.000000,1296.000000,1065.993164,175000
2003-06-25,1280.000000,1288.000000,1220.000000,1244.000000,1023.221863,25000
2003-06-26,1236.000000,1236.000000,1172.000000,1180.000000,970.580261,25000
2003-06-27,1208.000000,1212.000000,1160.000000,1188.000000,977.160461,22750
2003-06-30,1184.000000,1188.000000,1112.000000,1136.000000,934.389099,50000
2003-07-01,1136.000000,1140.000000,1088.000000,1096.000000,901.488098,50000
2003-07-02,1120.000000,1132.000000,1088.000000,1092.000000,898.197998,50000
2003-07-03,1116.000000,1120.000000,1060.000000,1072.000000,881.747437,50000
2003-07-04,1060.000000,1140.000000,1040.000000,1140.000000,937.679199,50000
2003-07-07,1148.000000,1152.000000,1072.000000,1092.000000,898.197998,50000
2003-07-08,1096.000000,1096.000000,1040.000000,1048.000000,862.006836,50000
2003-07-09,1044.000000,1128.000000,1040.000000,1128.000000,927.808899,100000
2003-07-10,1128.000000,1208.000000,1112.000000,1208.000000,993.610962,125000
2003-07-11,1248.000000,1340.000000,1208.000000,1232.000000,1013.351563,200000
2003-07-14,1232.000000,1240.000000,1132.000000,1204.000000,990.320862,50000
2003-07-15,1220.000000,1236.000000,1180.000000,1208.000000,993.610962,50000
2003-07-16,1240.000000,1316.000000,1240.000000,1316.000000,1082.443726,150000
2003-07-17,1328.000000,1380.000000,1240.000000,1264.000000,1039.672363,200000
2003-07-18,1208.000000,1456.000000,1208.000000,1424.000000,1171.276489,425000
2003-07-21,null,null,null,null,null,null
2003-07-22,1412.000000,1536.000000,1376.000000,1404.000000,1154.825928,375000
2003-07-23,1420.000000,1504.000000,1368.000000,1376.000000,1131.795288,175000
2003-07-24,1380.000000,1380.000000,1284.000000,1300.000000,1069.283325,50000
2003-07-25,1284.000000,1360.000000,1284.000000,1324.000000,1089.023926,25000
2003-07-28,1340.000000,1340.000000,1264.000000,1292.000000,1062.703125,25000
2003-07-29,1284.000000,1372.000000,1248.000000,1340.000000,1102.184326,50000
2003-07-30,1356.000000,1376.000000,1296.000000,1308.000000,1075.863525,25000
2003-07-31,1312.000000,1328.000000,1272.000000,1300.000000,1069.283325,20500
2003-08-01,1280.000000,1420.000000,1276.000000,1400.000000,1151.535889,125000
2003-08-04,1420.000000,1440.000000,1356.000000,1368.000000,1125.215088,100000
2003-08-05,1400.000000,1400.000000,1320.000000,1336.000000,1098.894287,25000
2003-08-06,1328.000000,1336.000000,1288.000000,1300.000000,1069.283325,25000
2003-08-07,1300.000000,1432.000000,1300.000000,1340.000000,1102.184326,75000
2003-08-08,1340.000000,1396.000000,1324.000000,1344.000000,1105.474487,25000
2003-08-11,1360.000000,1360.000000,1324.000000,1360.000000,1118.634888,13500
2003-08-12,1360.000000,1384.000000,1340.000000,1360.000000,1118.634888,21500
2003-08-13,1360.000000,1368.000000,1336.000000,1356.000000,1115.344727,17250
2003-08-14,1364.000000,1432.000000,1352.000000,1404.000000,1154.825928,75000
2003-08-15,1404.000000,1404.000000,1384.000000,1404.000000,1154.825928,25000
2003-08-18,1408.000000,1604.000000,1392.000000,1604.000000,1319.331055,350000
2003-08-19,1680.000000,1764.000000,1580.000000,1580.000000,1299.590454,300000
2003-08-20,1564.000000,1640.000000,1540.000000,1540.000000,1266.689453,100000
2003-08-21,1560.000000,1708.000000,1544.000000,1708.000000,1404.873779,100000
2003-08-22,1676.000000,1740.000000,1640.000000,1680.000000,1381.843018,150000
2003-08-25,1720.000000,1720.000000,1640.000000,1640.000000,1348.942017,75000
2003-08-26,1640.000000,1640.000000,1604.000000,1604.000000,1319.331055,25000
2003-08-27,1596.000000,1664.000000,1588.000000,1608.000000,1322.621216,25000
2003-08-28,1588.000000,1632.000000,1544.000000,1572.000000,1293.010254,25000
2003-08-29,1560.000000,1672.000000,1560.000000,1640.000000,1348.942017,50000
2003-09-01,1640.000000,1644.000000,1592.000000,1612.000000,1325.911255,25000
2003-09-02,1608.000000,1632.000000,1560.000000,1592.000000,1309.460815,25000
2003-09-03,1572.000000,1616.000000,1560.000000,1576.000000,1296.300415,25000
2003-09-04,1592.000000,1612.000000,1552.000000,1568.000000,1289.720215,25000
2003-09-05,1564.000000,1572.000000,1556.000000,1560.000000,1283.140015,24250
2003-09-08,1564.000000,1612.000000,1564.000000,1576.000000,1296.300415,25000
2003-09-09,1584.000000,1600.000000,1560.000000,1576.000000,1296.300415,25000
2003-09-10,1596.000000,1644.000000,1596.000000,1636.000000,1345.651855,75000
2003-09-11,1640.000000,1656.000000,1552.000000,1596.000000,1312.750854,50000
2003-09-12,1616.000000,1620.000000,1600.000000,1616.000000,1329.201416,25000
2003-09-15,null,null,null,null,null,null
2003-09-16,1636.000000,1720.000000,1632.000000,1652.000000,1358.812378,75000
2003-09-17,1672.000000,1700.000000,1608.000000,1608.000000,1322.621216,75000
2003-09-18,1628.000000,1636.000000,1552.000000,1600.000000,1316.041016,50000
2003-09-19,1636.000000,1636.000000,1580.000000,1592.000000,1309.460815,25000
2003-09-22,1588.000000,1588.000000,1464.000000,1492.000000,1227.208252,75000
2003-09-23,null,null,null,null,null,null
2003-09-24,1476.000000,1492.000000,1400.000000,1412.000000,1161.406128,50000
2003-09-25,1392.000000,1392.000000,1280.000000,1372.000000,1128.505127,25000
2003-09-26,1392.000000,1512.000000,1384.000000,1488.000000,1223.918091,50000
2003-09-29,1516.000000,1524.000000,1484.000000,1492.000000,1227.208252,50000
2003-09-30,1512.000000,1528.000000,1484.000000,1516.000000,1246.948853,25000
2003-10-01,1516.000000,1716.000000,1508.000000,1716.000000,1411.453979,200000
2003-10-02,1764.000000,1780.000000,1680.000000,1728.000000,1421.324219,150000
2003-10-03,1712.000000,1860.000000,1700.000000,1820.000000,1496.996582,175000
2003-10-06,1840.000000,2012.000000,1800.000000,1976.000000,1625.310669,250000
2003-10-07,1920.000000,1976.000000,1860.000000,1904.000000,1566.088745,125000
2003-10-08,1960.000000,2056.000000,1924.000000,1948.000000,1602.279907,125000
2003-10-09,2000.000000,2148.000000,2000.000000,2148.000000,1766.785034,200000
2003-10-10,2548.000000,2548.000000,2548.000000,2548.000000,2095.795166,175000
2003-10-13,null,null,null,null,null,null
2003-10-14,2948.000000,2948.000000,2948.000000,2948.000000,2424.805420,25000
2003-10-15,3440.000000,3748.000000,3432.000000,3748.000000,3082.825928,675000
2003-10-16,4200.000000,4560.000000,4200.000000,4560.000000,3750.716797,300000
2003-10-17,5560.000000,5720.000000,4840.000000,5160.000000,4244.232422,375000
2003-10-20,5160.000000,5400.000000,4680.000000,4960.000000,4079.727051,225000
2003-10-21,5120.000000,5200.000000,4320.000000,4720.000000,3882.321045,150000
2003-10-22,4880.000000,5200.000000,4800.000000,5000.000000,4112.627930,125000
2003-10-23,4920.000000,4920.000000,4400.000000,4760.000000,3915.221924,125000
2003-10-24,4720.000000,5200.000000,4680.000000,4920.000000,4046.826172,200000
2003-10-27,5240.000000,5720.000000,5120.000000,5720.000000,4704.846680,300000
2003-10-28,6120.000000,6120.000000,6120.000000,6120.000000,5033.856934,600
2003-10-29,7120.000000,7120.000000,7120.000000,7120.000000,5856.382324,1300
2003-10-30,8920.000000,9120.000000,8680.000000,9120.000000,7501.433594,105000
2003-10-31,10400.000000,11120.000000,9480.000000,10200.000000,8389.761719,265000
2003-11-03,null,null,null,null,null,null
2003-11-04,10200.000000,10380.000000,8640.000000,9000.000000,7402.730469,80000
2003-11-05,8600.000000,8600.000000,8020.000000,8320.000000,6843.413086,50000
2003-11-06,8300.000000,8440.000000,7760.000000,7900.000000,6497.952637,30000
2003-11-07,7800.000000,8600.000000,7360.000000,8500.000000,6991.467773,40000
2003-11-10,8400.000000,8400.000000,7740.000000,7800.000000,6415.699707,15000
2003-11-11,7400.000000,7440.000000,6800.000000,6860.000000,5642.525879,20000
2003-11-12,6800.000000,7720.000000,6400.000000,7300.000000,6004.437012,25000
2003-11-13,7600.000000,7900.000000,7340.000000,7900.000000,6497.952637,15000
2003-11-14,8000.000000,8000.000000,7420.000000,7460.000000,6136.041016,10000
2003-11-17,6460.000000,6600.000000,6460.000000,6460.000000,5313.515625,5000
2003-11-18,5960.000000,6480.000000,5740.000000,6460.000000,5313.515625,15000
2003-11-19,5960.000000,6200.000000,5860.000000,5860.000000,4820.000000,5000
2003-11-20,5860.000000,6200.000000,5660.000000,5800.000000,4770.648438,15000
2003-11-21,5520.000000,5700.000000,5400.000000,5400.000000,4441.638184,10000
2003-11-24,null,null,null,null,null,null
2003-11-25,5420.000000,5620.000000,5000.000000,5160.000000,4244.232422,25000
2003-11-26,5240.000000,5560.000000,5220.000000,5560.000000,4573.242676,10000
2003-11-27,5960.000000,5960.000000,5960.000000,5960.000000,4902.252930,2050
2003-11-28,6360.000000,6360.000000,6360.000000,6360.000000,5231.263184,5000
2003-12-01,6400.000000,7960.000000,6380.000000,7900.000000,6497.952637,85000
2003-12-02,8000.000000,8400.000000,7400.000000,7500.000000,6168.942383,45000
2003-12-03,7460.000000,7480.000000,7000.000000,7020.000000,5774.129883,15000
2003-12-04,7120.000000,7480.000000,7060.000000,7260.000000,5971.536133,30000
2003-12-05,7320.000000,7760.000000,7320.000000,7520.000000,6185.392578,35000
2003-12-08,7600.000000,7600.000000,6900.000000,7020.000000,5774.129883,15000
2003-12-09,7100.000000,7200.000000,6340.000000,6360.000000,5231.263184,25000
2003-12-10,6260.000000,6500.000000,5500.000000,6040.000000,4968.054688,40000
2003-12-11,6040.000000,6260.000000,5720.000000,5980.000000,4918.703125,15000
2003-12-12,6000.000000,6380.000000,5880.000000,6380.000000,5247.713379,30000
2003-12-15,6680.000000,6800.000000,6300.000000,6400.000000,5264.164063,40000
2003-12-16,6200.000000,6200.000000,5740.000000,5780.000000,4754.198242,70000
2003-12-17,5760.000000,5760.000000,5380.000000,5440.000000,4474.539551,40000
2003-12-18,5400.000000,5400.000000,5060.000000,5060.000000,4161.979492,25000
2003-12-19,4660.000000,4660.000000,4660.000000,4660.000000,3832.969482,30000
2003-12-22,4260.000000,4260.000000,4260.000000,4260.000000,3503.959229,30000
2003-12-23,null,null,null,null,null,null
2003-12-24,4460.000000,4660.000000,4460.000000,4660.000000,3832.969482,95000
2003-12-25,4940.000000,5060.000000,4820.000000,5060.000000,4161.979492,110000
2003-12-26,5400.000000,5400.000000,5000.000000,5200.000000,4277.133301,145000
2003-12-29,5200.000000,5200.000000,4960.000000,5080.000000,4178.430176,60000
2003-12-30,5200.000000,5240.000000,5000.000000,5060.000000,4161.979492,60000
2003-12-31,null,null,null,null,null,null
2004-01-01,null,null,null,null,null,null
2004-01-02,null,null,null,null,null,null
2004-01-05,5100.000000,5140.000000,4920.000000,4980.000000,4096.177734,30000
2004-01-06,4980.000000,5000.000000,4660.000000,4760.000000,3915.221924,55000
2004-01-07,4740.000000,5160.000000,4600.000000,5160.000000,4244.232422,135000
2004-01-08,5560.000000,5560.000000,5320.000000,5560.000000,4573.242676,130000
2004-01-09,5600.000000,5820.000000,5460.000000,5600.000000,4606.143555,190000
2004-01-12,null,null,null,null,null,null
2004-01-13,5680.000000,5760.000000,5500.000000,5500.000000,4523.891113,60000
2004-01-14,5380.000000,5640.000000,5200.000000,5640.000000,4639.044434,80000
2004-01-15,5620.000000,5740.000000,5460.000000,5580.000000,4589.692871,50000
2004-01-16,5620.000000,5980.000000,5540.000000,5980.000000,4918.703125,240000
2004-01-19,6120.000000,6380.000000,6120.000000,6380.000000,5247.713379,95000
2004-01-20,6780.000000,7360.000000,6600.000000,6800.000000,5593.174316,345000
2004-01-21,7000.000000,7300.000000,6440.000000,6700.000000,5510.921875,180000
2004-01-22,6800.000000,6900.000000,6480.000000,6580.000000,5412.218750,65000
2004-01-23,6500.000000,7260.000000,6300.000000,7120.000000,5856.382324,230000
2004-01-26,7220.000000,7400.000000,7020.000000,7100.000000,5839.932129,130000
2004-01-27,7200.000000,7820.000000,7140.000000,7720.000000,6349.897949,310000
2004-01-28,7760.000000,8400.000000,7460.000000,8100.000000,6662.457520,315000
2004-01-29,7800.000000,8260.000000,7600.000000,8260.000000,6794.061523,180000
2004-01-30,8540.000000,9260.000000,8400.000000,8820.000000,7254.675781,380000
2004-02-02,8880.000000,9400.000000,8880.000000,9260.000000,7616.587402,220000
2004-02-03,9300.000000,9360.000000,8520.000000,8900.000000,7320.478027,185000
2004-02-04,8600.000000,8780.000000,7900.000000,7900.000000,6497.952637,165000
2004-02-05,7400.000000,8360.000000,7400.000000,8100.000000,6662.457520,220000
2004-02-06,8200.000000,8620.000000,8200.000000,8380.000000,6892.764648,140000
2004-02-09,8580.000000,8740.000000,7940.000000,8020.000000,6596.655273,110000
2004-02-10,7840.000000,7980.000000,7640.000000,7900.000000,6497.952637,45000
2004-02-11,null,null,null,null,null,null
2004-02-12,8100.000000,8400.000000,8000.000000,8120.000000,6678.908203,75000
2004-02-13,8020.000000,8100.000000,7920.000000,8040.000000,6613.105957,40000
2004-02-16,8000.000000,8020.000000,7400.000000,7560.000000,6218.293457,95000
2004-02-17,7540.000000,7560.000000,7200.000000,7300.000000,6004.437012,65000
2004-02-18,7280.000000,7940.000000,7100.000000,7800.000000,6415.699707,90000
2004-02-19,7800.000000,7940.000000,7640.000000,7660.000000,6300.546387,45000
2004-02-20,7620.000000,7660.000000,7380.000000,7420.000000,6103.140137,25000
2004-02-23,7440.000000,7600.000000,7420.000000,7540.000000,6201.843262,25000
2004-02-24,7600.000000,8040.000000,7600.000000,8040.000000,6613.105957,85000
2004-02-25,8140.000000,8240.000000,7800.000000,8200.000000,6744.709961,120000
2004-02-26,8100.000000,8340.000000,8080.000000,8240.000000,6777.611328,50000
2004-02-27,8200.000000,8540.000000,8040.000000,8400.000000,6909.215332,85000
2004-03-01,8400.000000,8480.000000,8160.000000,8260.000000,6794.061523,35000
2004-03-02,8160.000000,8200.000000,8000.000000,8060.000000,6629.556641,25000
2004-03-03,8080.000000,8220.000000,8060.000000,8080.000000,6646.006836,30000
2004-03-04,8140.000000,8520.000000,8100.000000,8480.000000,6975.017090,85000
2004-03-05,8460.000000,8880.000000,8400.000000,8880.000000,7304.027344,120000
2004-03-08,8860.000000,8880.000000,8600.000000,8700.000000,7155.972656,45000
2004-03-09,8520.000000,9020.000000,8520.000000,8880.000000,7304.027344,95000
2004-03-10,8980.000000,9480.000000,8840.000000,9460.000000,7781.092285,280000
2004-03-11,9360.000000,9460.000000,9000.000000,9040.000000,7435.631836,95000
2004-03-12,8840.000000,8980.000000,8600.000000,8800.000000,7238.225586,50000
2004-03-15,8840.000000,9280.000000,8420.000000,8500.000000,6991.467773,135000
2004-03-16,8400.000000,8500.000000,8100.000000,8400.000000,6909.215332,125000
2004-03-17,8500.000000,8700.000000,8360.000000,8420.000000,6925.665527,75000
2004-03-18,8020.000000,8340.000000,8020.000000,8180.000000,6728.259766,120000
2004-03-19,8160.000000,8200.000000,8020.000000,8040.000000,6613.105957,50000
2004-03-22,8060.000000,8100.000000,7720.000000,7840.000000,6448.601074,60000
2004-03-23,7760.000000,7960.000000,7540.000000,7960.000000,6547.303711,50000
